id,time,geometry
3,2018-07-06 12:26:57+00:00,POINT (11.905839 50.314807)
3,2018-07-06 12:27:01+00:00,POINT (11.905965 50.314491)
3,2018-07-06 12:27:04+00:00,POINT (11.905965 50.314491)
3,2018-07-06 12:27:07+00:00,POINT (11.906213 50.313811)
3,2018-07-06 12:27:10+00:00,POINT (11.906348 50.313437)
3,2018-07-06 12:27:16+00:00,POINT (11.906645 50.312684)
3,2018-07-06 12:27:19+00:00,POINT (11.906774 50.312481)
3,2018-07-06 12:27:21+00:00,POINT (11.906969 50.312208)
3,2018-07-06 12:27:25+00:00,POINT (11.907052 50.311999)
3,2018-07-06 12:27:30+00:00,POINT (11.906451 50.311932)
3,2018-07-06 12:27:35+00:00,POINT (11.905494 50.311865)
3,2018-07-06 12:27:40+00:00,POINT (11.904594 50.311759)
3,2018-07-06 12:27:46+00:00,POINT (11.903618 50.311613)
3,2018-07-06 12:27:49+00:00,POINT (11.903618 50.311613)
